Pick,wAV_per_game_mean,wAV_per_game_std,Player_count
1.0,0.6465929949509795,0.14960013140551742,11
2.0,0.5952814393935622,0.23964349255030581,11
3.0,0.450520556024828,0.1692515418725089,11
4.0,0.4548330619909317,0.107976595479619,11
5.0,0.5501586604113468,0.11217717477672007,11
6.0,0.5410110985815387,0.12145780914326622,11
7.0,0.44438039234601784,0.22948171314899948,11
8.0,0.4498492385913541,0.19845672138949075,11
9.0,0.40728294440834206,0.12254556026416415,11
10.0,0.4111257322634557,0.25963739369294153,11
11.0,0.42412526477889967,0.16189804059962207,11
12.0,0.5547142009292753,0.22469682421327666,11
13.0,0.46972176509471614,0.19778448262980655,11
14.0,0.36743595565690423,0.0852802835930806,11
15.0,0.33933268095135455,0.1402549385710565,11
16.0,0.3738198691427128,0.15407047079851066,11
17.0,0.44378363189050823,0.1677939342149898,11
18.0,0.3890329882856283,0.10073752147109545,11
19.0,0.363050852542078,0.1585733074362034,11
20.0,0.31303979884155897,0.16237572868995478,11
21.0,0.32917012590055994,0.14734558686822843,11
22.0,0.3451516247035282,0.1918219331878796,11
23.0,0.3549635083814062,0.1499264044816811,11
24.0,0.3784868793548,0.12707644767559909,11
25.0,0.368027829159597,0.1392756872666702,11
26.0,0.3604960924630807,0.1751553684572427,11
27.0,0.34808959529374073,0.1403930632819662,11
28.0,0.2575967750845937,0.15249867771068035,11
29.0,0.20760276560383126,0.09046213826731976,11
30.0,0.2936118010366322,0.19081475004632076,11
31.0,0.2811840934684647,0.11187200128632034,11
32.0,0.4022921404616403,0.2634067291545249,11
33.0,0.36041755799417885,0.13511416062208184,11
34.0,0.41993459718101833,0.13461427749341337,11
35.0,0.3339269500307263,0.1407864092886056,11
36.0,0.47383216092755215,0.13865398692929437,11
37.0,0.3025502590801686,0.1699882908773527,11
38.0,0.3077840193012525,0.11298088568056935,11
39.0,0.28240624574693596,0.08507607230223745,11
40.0,0.2507105795192757,0.10173479326582609,11
41.0,0.3380589118204772,0.1836813035477811,11
42.0,0.2499986057957072,0.09818058877302686,11
43.0,0.29891139842156567,0.10067371072215109,11
44.0,0.22364067536309704,0.12303472763713859,11
45.0,0.27579116046134083,0.1772465689690708,11
46.0,0.21622597867657156,0.10487828089791908,11
47.0,0.29283820341760475,0.18423466792116625,11
48.0,0.3169970423518212,0.11802015287725764,11
49.0,0.2747015072984224,0.10047081815444696,11
50.0,0.29982517157649036,0.12501086015161092,11
51.0,0.28859651155641913,0.21959985735929569,11
52.0,0.26175935107655357,0.15287781448334517,11
53.0,0.3065325260328428,0.24817653129178643,11
54.0,0.212404438617609,0.09126334455875841,11
55.0,0.3233620028524209,0.1373159467986468,11
56.0,0.17253664339225835,0.12197023280576841,11
57.0,0.25183894890921965,0.12577816845379597,11
58.0,0.22409086707333137,0.1146535427412527,11
59.0,0.2528901502551198,0.15123717902840583,11
60.0,0.2255098847617722,0.09541035434813441,11
61.0,0.2172338664588804,0.1286508197457819,11
62.0,0.36509130309431814,0.1386537839832855,11
63.0,0.3713013422063884,0.14506017861945195,11
64.0,0.29254180164650645,0.1852066507155155,11
65.0,0.2300111156182239,0.15833261533598153,11
66.0,0.20215515836049266,0.14280833476881405,11
67.0,0.2898204300834044,0.19541653950124824,11
68.0,0.1567955611219562,0.10764544445323417,11
69.0,0.31297856568587806,0.15987899909473582,11
70.0,0.2642733942425273,0.18449383932422816,11
71.0,0.2467775842309852,0.10776939703292496,11
72.0,0.2687781207748226,0.11904700663681039,11
73.0,0.27469336020062224,0.13372444535645225,11
74.0,0.20585483820519954,0.15835296958038916,11
75.0,0.2195189402759481,0.16172001941708122,11
76.0,0.25409064697284217,0.12708916131992656,11
77.0,0.290044090637164,0.11071208911671453,11
78.0,0.2290856558395144,0.1258808546480463,11
79.0,0.17740299556206657,0.12137649686163585,11
80.0,0.16587371558457625,0.11231087556623424,11
81.0,0.21930946743175783,0.11364071988155967,11
82.0,0.163521609632743,0.1295135604578181,11
83.0,0.21571043052060057,0.16458179461553105,11
84.0,0.2732039131504871,0.17777755192468764,11
85.0,0.1587587112258212,0.1424051717494117,11
86.0,0.2531362871233317,0.1833801194540989,11
87.0,0.23241289760735057,0.12480993658168156,11
88.0,0.19364936713870068,0.13409760246821917,11
89.0,0.31467539650509263,0.09824098161823847,11
90.0,0.240110441780336,0.14766260306619003,11
91.0,0.2326575596179496,0.14103047300518126,11
92.0,0.23679190994431182,0.1098599441339305,11
93.0,0.2035900568092783,0.15211861588161987,11
94.0,0.1865078202220472,0.13211242213475768,11
95.0,0.214672486610871,0.09349683418833396,11
96.0,0.19912320067648465,0.10661971980856892,11
97.0,0.16666249458273324,0.1442898655700717,11
98.0,0.2520926473755076,0.1576460200925079,11
99.0,0.1509504958464199,0.09109769509165305,11
100.0,0.16258186959205786,0.14270388229849237,11
101.0,0.11742392798164748,0.13059706653371808,11
102.0,0.19881756848943244,0.12894469582491608,11
103.0,0.2703383960068452,0.16145130069654762,11
104.0,0.19407166435329393,0.1043261999782297,11
105.0,0.24666184798222943,0.17591116172631852,11
106.0,0.2211501399234046,0.1527156630181493,11
107.0,0.1781900484974624,0.08445299584560696,11
108.0,0.12214978128184108,0.10776680637683181,11
109.0,0.17748142620408494,0.11614671702892236,11
110.0,0.16419907561285865,0.10473896124071838,11
111.0,0.24235930332995126,0.11693122700444875,11
112.0,0.2547426819120653,0.19283591924125718,11
113.0,0.15611980967598207,0.07386471647136351,11
114.0,0.1592907272208189,0.07535944262398857,11
115.0,0.12764948049255387,0.10902278230222885,11
116.0,0.14933199383743043,0.0703349400444312,11
117.0,0.18130131534072422,0.0894148767765154,11
118.0,0.21407085541879775,0.12569588277281618,11
119.0,0.2153337388340624,0.12629410203953123,11
120.0,0.1951018487595826,0.1238531865897675,11
121.0,0.0984008148714031,0.1285034473948651,11
122.0,0.15209472359369433,0.13987825331247525,11
123.0,0.10491033959698938,0.10424596714444927,11
124.0,0.14329898209149697,0.10655271013414917,11
125.0,0.21246796574424895,0.19946591304638497,11
126.0,0.13647799174941386,0.11215619010524337,11
127.0,0.10150393816945029,0.07768842402995849,11
128.0,0.22853959213436062,0.15356318497958957,11
129.0,0.13145663085090958,0.12111233878425147,11
130.0,0.18754856397221378,0.13837952353049549,11
131.0,0.17928057236880768,0.13953566660797734,11
132.0,0.12363315705226242,0.11345310012406398,11
133.0,0.1380024028415678,0.09954877645008872,11
134.0,0.21069691342463184,0.08341312975435931,11
135.0,0.27708329392020087,0.22307464591281423,11
136.0,0.14023350108469362,0.12526728225383602,11
137.0,0.20027091639425088,0.11691613969797567,11
138.0,0.11160236946714526,0.10157148738661896,11
139.0,0.11037420262152052,0.10559106129602887,11
140.0,0.17943581467271394,0.11303805501167376,11
141.0,0.0992197900204263,0.0572659076615841,11
142.0,0.14950175539618105,0.10194903889581926,11
143.0,0.18313896463963844,0.1349546571130115,11
144.0,0.1967987399903432,0.21013428449589844,11
145.0,0.1464528890376923,0.11748132236529142,11
146.0,0.31140171988991144,0.1734229090114517,11
147.0,0.14460599786686743,0.10156396132785622,11
148.0,0.18716456259511033,0.14020646017315466,11
149.0,0.18007741701190838,0.11966895027740117,11
150.0,0.16752129050117284,0.11568884800839233,11
151.0,0.2516746492278407,0.13787871916883876,11
152.0,0.09591126647610194,0.07771334499198111,11
153.0,0.18710409749887652,0.11096041444137436,11
154.0,0.09091109222688169,0.08721347049855807,11
155.0,0.16851248677555586,0.13333528554182933,11
156.0,0.11337468460339763,0.07040610335701115,11
157.0,0.13963280999961866,0.1022228773753326,11
158.0,0.11725415607501327,0.12163955748041112,11
159.0,0.12499544739490943,0.1132868945277985,11
160.0,0.1535702463936375,0.0886080920667251,11
161.0,0.17550487031006512,0.1371392791133192,11
162.0,0.13048618249432362,0.15187024893864434,11
163.0,0.19258336393052627,0.1722805860902049,11
164.0,0.14385501855567312,0.17939405767765154,11
165.0,0.15277550195498282,0.1903281977907565,11
166.0,0.2115219710473721,0.20971794798846116,11
167.0,0.18233813958650566,0.15961280602061176,11
168.0,0.11979990560817627,0.12962409416477033,11
169.0,0.13313296135706285,0.07821808917323447,11
170.0,0.10235324257063388,0.057472357369014564,11
171.0,0.1474702001988359,0.13388639856026893,11
172.0,0.09614434072268395,0.08023797843750993,11
173.0,0.16567257354462436,0.14159302453431485,11
174.0,0.14697606298491886,0.090513875906465,11
175.0,0.12065856937937026,0.09435903016865636,11
176.0,0.08918431339405503,0.09998490398862621,11
177.0,0.1346730289912108,0.23748160163418158,11
178.0,0.12698828572215873,0.17623491342613123,11
179.0,0.14167511533821694,0.12371166010430029,11
180.0,0.15473831170064967,0.11545087130249362,11
181.0,0.1001461645452928,0.0830418018984451,11
182.0,0.12695789285056572,0.1851404592458963,11
183.0,0.10140071179987147,0.08302611749484465,11
184.0,0.1490241686111131,0.12231244288383866,11
185.0,0.09251644318817216,0.09800273862105384,11
186.0,0.11300429260622208,0.09941948962575275,11
187.0,0.09870097312599467,0.10787252066978549,11
188.0,0.19361566423381615,0.1441674363496683,11
189.0,0.15521239794645636,0.1810662675662647,11
190.0,0.12350063555392708,0.14070775560973095,11
191.0,0.1094339371348323,0.09477552627786887,11
192.0,0.13192016739176982,0.12459278285859966,11
193.0,0.16338235390688102,0.30031911164602176,11
194.0,0.12567517196131353,0.13405310432117645,11
195.0,0.18409852034494215,0.1408888496871057,11
196.0,0.09168963313290343,0.08549112803551491,11
197.0,0.08127081959253792,0.06940303116535676,11
198.0,0.0732473682895577,0.10681120809915379,11
199.0,0.11883949197181125,0.14367675711252095,11
200.0,0.1931045739190777,0.1400357022476277,11
201.0,0.10078673200374079,0.10428754507788407,11
202.0,0.06213625946246268,0.07826631457886654,11
203.0,0.06570414955994894,0.07343516271742428,11
204.0,0.1085081860056582,0.11397088218414342,11
205.0,0.08356531054769102,0.08118453738079945,11
206.0,0.08131842663144208,0.07781255530478584,11
207.0,0.132939367340289,0.10950001238041498,11
208.0,0.13123955082606115,0.09603631075915033,11
209.0,0.0730281793768164,0.09705594543428356,11
210.0,0.08271800848842069,0.0905307584824289,11
211.0,0.055425466789103144,0.06925529145496691,11
212.0,0.13379938455877471,0.0993843908360089,11
213.0,0.09569449842380275,0.09827563065303918,11
214.0,0.12612831667709717,0.10165113016047479,11
215.0,0.09838601874649124,0.11618164850989189,11
216.0,0.12082734973678329,0.11118420037688537,11
217.0,0.14335428426748795,0.13493997761189253,11
218.0,0.05595496543257738,0.08498751691059062,11
219.0,0.06762494510320596,0.09817819491084069,11
220.0,0.08456772695903131,0.10074150213590115,11
221.0,0.09949451244517658,0.1119580755591441,11
222.0,0.09004284004284004,0.10473749176374662,11
223.0,0.06761787838862937,0.055152894564347486,11
224.0,0.0633302961656097,0.06473271893775732,11
225.0,0.07805681160944318,0.062377580080875177,11
226.0,0.13740720262414716,0.14030226208472965,11
227.0,0.03450169970717916,0.062120383109874576,11
228.0,0.0406911223474691,0.04409717345421709,11
229.0,0.05092319145576608,0.15562987319965899,11
230.0,0.08477583944115384,0.08837096854381893,11
231.0,0.06729094660129142,0.11015071401653517,11
232.0,0.0668010806168701,0.07540005049049006,11
233.0,0.11603720084277341,0.15207151363958224,11
234.0,0.10083632406190057,0.10758312004421283,11
235.0,0.10635474437294458,0.13429344293206513,11
236.0,0.06579260093191981,0.08506475639067261,11
237.0,0.09490750262809086,0.11798667223501982,11
238.0,0.06130025580826497,0.1186005648592275,11
239.0,0.11139806962149677,0.12476181354816158,11
240.0,0.05671752489934308,0.0904591440098038,11
241.0,0.043413114527484024,0.059338409217370706,11
242.0,0.060382328501396666,0.06311441844130089,11
243.0,0.0885281591473542,0.07832971792271942,11
244.0,0.10373983904869245,0.12695721006676883,11
245.0,0.05667670733234979,0.0640879026028331,11
246.0,0.08807666488697927,0.10851524699134167,11
247.0,0.07146526418786693,0.10629492403253701,11
248.0,0.06931724455584476,0.13184000198619483,11
249.0,0.14148493664750722,0.22282401816136468,11
250.0,0.10748311065817989,0.10448500682373009,11
251.0,0.0935313069057291,0.13360943214280332,11
252.0,0.041176470588235294,0.06308120761625652,11
253.0,0.04996114996114997,0.07073977437134184,11
254.0,0.07365762050044823,0.08028063612400503,9
255.0,0.10373128996534847,0.16092072360153015,8
256.0,0.03168202764976959,0.05471743842221803,7
257.0,0.05718954248366013,0.06609068109855126,4
258.0,0.042207792207792215,0.04580109084307106,3
259.0,0.09908609908609907,0.01063652928691485,3
260.0,0.0,,1
261.0,0.1,,1
262.0,0.9,,1
