feature,importance
rushing_touchdowns_season_2,0.0014199790181002128
rushing_designed_yards_season_2,0.0013499717595846397
passing_penalties_season_1,0.0012955412166354545
passing_twp_rate_season_2,0.0012734886197074814
rushing_grades_run_block_season_2,0.0012592930439301645
rushing_breakaway_attempts_season_1,0.0011531351935306774
rushing_breakaway_yards_season_2,0.0011464321496868677
rushing_grades_run_block_season_1,0.0011418041415650645
rushing_breakaway_percent_season_2,0.0011330795106398695
rushing_yards_after_contact_season_2,0.0010972424201044053
rushing_elu_yco_season_1,0.0010856712906393401
rushing_breakaway_percent_season_1,0.0010733727920997685
passing_dropbacks_season_2,0.00099373193647623
rushing_receptions_season_2,0.0009814961205845613
rushing_targets_season_2,0.0008971979435400696
rushing_penalties_season_1,0.0008956451466275324
rushing_explosive_season_2,0.0008445233344500095
rushing_rec_yards_season_1,0.0008431252645330834
passing_penalties_season_2,0.0008095367249367549
passing_ypa_season_2,0.0007804774450521944
passing_sacks_season_2,0.000764051894698237
rushing_rec_yards_season_2,0.000721948824198438
passing_accuracy_percent_season_2,0.0006660625304251407
rushing_routes_season_2,0.0006561021212937692
rushing_penalties_season_2,0.0006465776409785365
rushing_routes_season_1,0.0006411590489984271
rushing_breakaway_attempts_season_2,0.0006162375721818129
passing_avg_time_to_throw_season_2,0.000591292495504577
rushing_yards_season_2,0.000497257102668711
rushing_declined_penalties_season_1,0.00037429278225479905
rushing_elu_rush_mtf_season_2,0.0003351354059838086
rushing_targets_season_1,0.00025416220109380496
rushing_elu_recv_mtf_season_2,0.00018311584794099666
rushing_elu_recv_mtf_season_1,0.00013407384336893167
passing_declined_penalties_season_1,0.00010072607795431757
rushing_receptions_season_1,3.161366615586024e-05
rushing_drops_season_2,2.776933441393306e-05
rushing_declined_penalties_season_2,2.8079070149863334e-08
passing_declined_penalties_season_2,0.0
rushing_drops_season_1,0.0
