feature,importance
passing_grades_run_season_2,0.0020349891303534174
rushing_touchdowns_season_2,0.0019922566498177755
passing_def_gen_pressures_season_2,0.001989443031124449
rushing_penalties_season_1,0.0019712705500631346
rushing_attempts_season_2,0.0019501556371155227
passing_sacks_season_2,0.001946085248920931
passing_big_time_throws_season_2,0.0019178148740215308
passing_penalties_season_1,0.0018988146422283386
rushing_explosive_season_1,0.0018695479691009545
passing_interceptions_season_2,0.0017657543434318151
rushing_gap_attempts_season_2,0.0017343596998923064
rushing_grades_run_block_season_1,0.0017232236392016272
passing_hit_as_threw_season_1,0.001662710432407804
passing_turnover_worthy_plays_season_2,0.0016494048728152432
passing_btt_rate_season_2,0.0016324449852754823
rushing_breakaway_attempts_season_2,0.0016061835754322368
rushing_grades_run_block_season_2,0.0015880768577737083
passing_bats_season_1,0.0015866458759718662
rushing_scrambles_season_2,0.0015423943944831713
rushing_breakaway_attempts_season_1,0.0015412194365461535
rushing_drops_season_2,0.001536514562293844
rushing_zone_attempts_season_2,0.0014876662150964505
rushing_elu_rush_mtf_season_2,0.001470449970591342
passing_drops_season_2,0.00144969506202551
rushing_elu_rush_mtf_season_1,0.0014366297147761205
rushing_first_downs_season_2,0.0014337770337155779
rushing_avoided_tackles_season_2,0.00140198463944479
passing_scrambles_season_2,0.0013334164446504432
passing_hit_as_threw_season_2,0.0013046548275843623
passing_penalties_season_2,0.001169982257074553
passing_bats_season_2,0.001052449505527503
rushing_fumbles_season_2,0.0010139097553638948
passing_spikes_season_1,0.0007719275303156318
rushing_elu_recv_mtf_season_2,0.0007106623676702293
rushing_drops_season_1,0.0006581938917395551
passing_spikes_season_2,0.0005452359791522627
rushing_declined_penalties_season_1,0.0002721640602122529
passing_declined_penalties_season_1,0.00018900432276720705
passing_declined_penalties_season_2,6.882694316307152e-05
rushing_declined_penalties_season_2,5.7685297323828485e-06
